cabang,induk
6900,182
6901,149
6902,182
6903,182
6904,511
6905,511
6906,511
6907,511
6908,511
6909,511
6910,511
6911,511
6912,149
6913,511
6914,511
6915,102
6916,102
6917,102
6918,102
6919,102
6920,262
6921,102
6922,262
6923,152
6924,152
6925,152
6926,152
6927,152
6928,152
6929,152
6930,152
6931,152
6932,152
6933,152
6934,152
6935,152
6936,152
6937,152
6938,152
6939,152
6940,152
6941,152
6942,152
6943,152
6944,158
6945,158
6946,158
6947,158
6948,158
6949,158
6950,158
6951,158
6952,158
6953,158
6954,158
6955,158
6956,158
6957,158
6958,158
6959,158
6960,158
6961,158
6962,158
6963,158
6964,158
6965,158
6966,158
6967,158
6968,158
6969,158
6970,158
6971,153
6972,153
6973,153
6974,153
6975,153
6976,153
6977,153
6978,153
6979,153
6980,153
6981,153
6982,153
6983,153
6984,153
6985,153
6986,153
6987,153
6988,153
6989,112
6990,112
6991,112
6992,112
6993,112
6994,112
6995,112
6996,112
6997,112
6998,112
6999,112
7000,245
7001,410
7002,412
7003,412
7004,553
7005,26
7006,389
7007,668
7008,175
7009,175
7010,696
7011,268
7012,284
7013,666
7014,622
7015,212
7016,50
7017,59
7018,367
7019,337
7020,337
7021,544
7022,401
7023,132
7024,92
7025,36
7026,226
7027,167
7028,280
7029,421
7030,657
7031,657
7032,265
7033,1097
7034,144
7035,154
7036,154
7037,228
7038,266
7039,314
7040,323
7041,8
7042,20
7043,342
7044,128
7045,129
7046,129
7047,160
7048,315
7049,315
7050,324
7051,324
7052,324
7053,59
7054,59
7055,358
7056,358
7057,10
7058,16
7059,38
7060,83
7061,153
7062,163
7063,209
7064,303
7065,333
7066,88
7067,125
7068,248
7069,111
7070,218
7071,218
7072,224
7073,225
7074,687
7075,310
7076,326
7077,343
7078,642
7079,142
7080,179
7081,186
7082,442
7083,139
7084,433
7085,139
7086,139
7087,509
7088,139
7089,120
7090,280
7091,69
7092,13
7093,584
7094,584
7095,412
7096,344
7097,584
7098,37
7099,178
7100,318
7101,604
7102,275
7103,20
7104,179
7105,20
7106,315
7107,128
7108,184
7109,340
7110,419
7111,509
7112,120
7113,379
7114,71
7115,71
7116,89
7117,156
7118,83
7119,76
7120,661
7121,101
7122,84
7123,584
7124,148
7125,121
7126,121
7127,243
7128,243
7129,563
7130,17
7131,60
7132,227
7133,192
7134,216
7135,217
7136,217
7137,561
7138,120
7139,324
7140,131
7141,63
7142,63
7143,340
7144,120
7145,325
7146,282
7147,429
7148,412
7149,584
7150,282
7151,239
7152,3
7153,3
7154,147
7155,24
7156,119
7157,119
7158,281
7159,37
7160,263
7161,214
7162,235
7163,121
7164,382
7165,509
7167,50
7169,308
7170,687
7171,308
7172,314
7173,176
7174,2
7175,268
7176,666
7177,160
7178,160
7179,412
7180,584
7181,260
7182,260
7183,192
7184,70
7185,70
7186,164
7187,159
7188,159
7189,212
7190,17
7191,17
7192,421
7193,421
7194,120
7195,120
7196,164
7197,442
7198,358
7199,430
7200,421
7201,538
7202,538
7203,126
7204,442
7205,139
7206,148
7207,120
7208,442
7209,340
7210,340
7211,445
7212,442
7213,304
7214,52
7215,207
7216,154
7217,30
7218,269
7219,164
7220,17
7221,60
7222,12
7223,12
7224,174
7225,33
7226,16
7227,246
7228,444
7229,139
7230,127
7231,214
7232,89
7233,638
7234,637
7235,304
7236,137
7237,176
7238,382
7239,445
7240,560
7241,58
7242,65
7243,65
7244,82
7245,82
7246,164
7247,310
7248,209
7249,159
7250,615
7251,270
7252,236
7253,444
7254,139
7255,444
7256,444
7257,444
7258,444
7259,51
7260,121
7261,121
7262,367
7263,285
7264,503
7265,503
7266,163
7267,163
7268,208
7269,195
7270,303
7271,121
7272,121
7273,2
7274,339
7275,284
7276,42
7277,42
7278,145
7279,145
7280,124
7281,395
7282,433
7283,590
7284,249
7285,267
7286,177
7287,212
7288,179
7289,179
7290,218
7291,225
7292,139
7293,333
7294,121
7295,192
7296,140
7297,103
7298,511
7299,82
7300,82
7301,82
7302,110
7303,110
7304,121
7305,657
7306,331
7307,247
7308,51
7309,344
7310,412
7311,418
7312,210
7313,442
7314,139
7315,326
7316,442
7317,339
7318,538
7319,538
7320,339
7321,238
7322,638
7323,404
7324,404
7325,336
7326,404
7327,35
7328,354
7329,92
7330,408
7331,145
7332,87
7333,87
7334,91
7335,155
7336,279
7337,306
7338,20
7339,275
7340,134
7341,218
7342,363
7343,36
7344,419
7345,130
7346,1099
7347,331
7348,69
7349,445
7350,52
7351,1079
7352,148
7353,344
7354,176
7355,34
7356,126
7357,127
7358,110
7359,110
7360,160
7361,277
7362,101
7363,11
7364,280
7365,72
7366,72
7367,421
7368,538
7369,445
7370,188
7371,188
7372,23
7373,48
7374,35
7375,139
7376,603
7377,155
7378,155
7379,3
7380,180
7381,249
7382,256
7383,256
7384,15
7385,82
7386,84
7387,305
7388,168
7389,115
7390,186
7391,226
7392,216
7393,192
7394,192
7395,643
7396,93
7397,638
7398,622
7399,622
7400,284
7401,207
7402,304
7403,124
7404,352
7405,89
7406,622
7407,622
7408,696
7409,1079
7410,696
7411,80
7412,8
7413,1097
7414,26
7415,26
7416,26
7417,148
7418,553
7419,86
7420,51
7421,175
7422,91
7423,509
7424,509
7425,445
7426,13
7427,186
7428,696
7429,696
7430,666
7431,354
7432,30
7433,162
7434,168
7435,227
7436,186
7437,344
7438,228
7439,2062
7440,1097
7441,144
7442,403
7443,242
7444,657
7445,42
7446,236
7447,21
7448,4
7449,106
7450,242
7451,334
7452,192
7453,149
7454,164
7455,139
7456,226
7457,35
7458,104
7459,143
7460,242
7461,40
7462,160
7463,389
7464,77
7465,195
7466,641
7467,641
7468,641
7469,47
7470,156
7471,105
7472,140
7473,140
7474,668
7475,264
7476,48
7477,153
7478,130
7479,130
7480,21
7481,616
7482,616
7483,117
7484,66
7485,39
7486,120
7487,120
7488,358
7489,358
7490,219
7491,219
7492,250
7493,268
7494,189
7495,192
7496,246
7497,216
7498,275
7499,184
7500,10
7501,69
7502,22
7503,357
7504,356
7505,386
7506,103
7507,60
7508,60
7509,354
7510,322
7511,322
7512,65
7513,65
7514,51
7515,1
7516,1082
7517,446
7518,560
7519,111
7520,131
7521,82
7522,429
7523,344
7524,51
7525,21
7526,21
7527,324
7528,34
7529,27
7530,24
7531,303
7532,353
7533,1082
7534,171
7535,2
7536,2
7537,561
7538,64
7539,253
7540,687
7541,38
7542,357
7543,561
7544,132
7545,89
7546,616
7547,616
7548,429
7549,51
7550,125
7551,159
7575,242
7576,167
7577,167
7578,163
7579,282
7580,105
7581,3
7582,310
7583,310
7584,310
7585,258
7586,661
7587,22
7588,325
7589,220
7590,1081
7591,363
7592,509
7593,71
7594,411
7595,95
7596,26
7597,115
7598,157
7599,243
7600,243
7601,214
7602,214
7603,306
7604,12
7605,108
7606,129
7607,129
7608,20
7609,174
7610,55
7611,553
7612,584
7613,46
7614,412
7615,412
7616,411
7617,12
7618,603
7619,119
7620,509
7621,382
7622,194
7623,186
7624,446
7625,509
7626,379
7627,556
7628,572
7629,556
7630,268
7631,404
7632,367
7633,367
7634,336
7635,404
7636,302
7637,354
7638,419
7639,419
7640,419
7641,1
7642,89
7643,304
7644,273
7645,339
7646,668
7647,86
7648,395
7649,538
7650,43
7651,256
7652,270
7653,270
7654,321
7655,1099
7656,285
7657,668
7658,668
7659,668
7660,2
7661,560
7662,560
7663,275
7664,444
7665,71
7666,89
7667,45
7668,110
7669,344
7670,124
7671,164
7672,334
7673,410
7674,247
7675,410
7676,242
7677,39
7678,276
7679,103
7680,237
7681,66
7682,17
7683,76
7684,81
7685,101
7686,72
7687,126
7688,95
7689,553
7690,63
7691,63
7692,323
7693,323
7694,89
7695,641
7696,187
7697,187
7698,64
7699,192
7700,217
7701,561
7702,605
7703,605
7704,605
7705,605
7706,605
7707,605
7708,127
7709,357
7710,11
7711,140
7712,182
7713,12
7714,638
7715,282
7716,340
7717,268
7718,71
7719,71
7720,71
7721,71
7722,357
7723,358
7724,358
7725,358
7726,282
7727,121
7728,121
7729,192
7730,560
7731,249
7732,105
7733,107
7734,36
7735,363
7736,225
7737,279
7738,179
7739,179
7740,433
7741,433
7742,538
7743,339
7744,92
7745,111
7746,21
7747,21
7748,21
7749,21
7750,21
7751,59
7752,30
7753,379
7754,212
7755,1099
7756,1099
7757,268
7758,2
7759,2
7760,446
7761,54
7762,54
7763,92
7764,256
7765,256
7766,321
7767,20
7768,155
7769,603
7770,164
7771,160
7772,687
7773,263
7774,1079
7775,354
7776,239
7777,657
7778,92
7779,181
7780,181
7781,181
7782,94
7783,212
7784,212
7785,30
7786,30
7787,11
7788,213
7789,243
7790,243
7791,141
7792,277
7793,84
7794,572
7795,176
7796,99
7797,99
7798,99
7799,144
7800,353
7801,89
7802,419
7803,264
7804,186
7805,60
7806,60
7807,418
7808,363
7809,245
7810,112
7811,27
7812,509
7813,509
7814,304
7815,72
7816,687
7817,92
7818,446
7819,120
7820,100
7821,101
7822,327
7823,113
7824,228
7825,144
7826,85
7827,638
7828,238
7829,266
7830,39
7831,616
7832,615
7833,560
7834,318
7835,86
7836,267
7837,216
7838,216
7839,187
7840,310
7841,1080
7842,1079
7843,236
7844,175
7845,152
7846,12
7847,12
7848,572
7849,123
7850,179
7851,133
7852,91
7853,395
7854,236
7855,11
7856,55
7857,605
7858,9
7859,71
7860,278
7861,93
7862,39
7863,281
7864,344
7865,344
7866,344
7867,344
7868,429
7869,65
7870,70
7871,73
7872,73
7873,15
7874,271
7875,331
7876,75
7877,132
7878,16
7879,553
7880,108
7881,88
7882,79
7883,563
7884,563
7885,311
7886,24
7887,421
7888,139
7889,324
7890,242
7891,242
7892,244
7893,244
7894,82
7895,126
7896,214
7897,163
7898,627
7899,212
7900,212
7901,213
7902,604
7903,243
7904,243
7905,212
7906,556
7907,116
7908,116
7909,444
7910,444
7911,218
7912,218
7913,218
7914,135
7915,315
7916,131
7917,159
7918,37
7919,58
7920,354
7921,354
7922,354
7923,7
7924,7
7925,7
7926,7
7927,51
7928,429
7929,429
7930,73
7931,73
7932,233
7933,278
7934,277
7935,274
7936,243
7937,243
7938,279
7939,54
7940,279
7941,311
7942,1082
7943,1082
7944,1082
7945,212
9811,206
9820,229
9821,229
9822,229
9823,229
9824,229
9825,229
9826,198
9827,198
9828,146
9829,146
9830,197
9831,201
9832,202
9833,196
9834,203
9835,204
9836,854
9837,855
9838,200
9839,198
9840,146
9841,205
9842,201
9843,229
9844,229
9845,229
9846,229
9847,229
9848,197
